,id_school,name_school,latitude_school,longitude_school,type_technology,latitude_service_point,longitude_service_point,tower_range_meters,distance_km_school_service_point
87,3cb53b73-b3ec-33f2-ba15-f176a16479f3,GS NYABUBARE,-2.242764235,29.367839813232425,cellular_tower,-2.1948,29.2797,1046,11.151443000484726
88,3cb53b73-b3ec-33f2-ba15-f176a16479f3,GS NYABUBARE,-2.242764235,29.367839813232425,cellular_tower,-2.1948,29.2797,1046,11.151443000484726
89,3cb53b73-b3ec-33f2-ba15-f176a16479f3,GS NYABUBARE,-2.242764235,29.367839813232425,cellular_tower,-2.1974,29.2723,1891,11.75308369828299
90,3cb53b73-b3ec-33f2-ba15-f176a16479f3,GS NYABUBARE,-2.242764235,29.367839813232425,cellular_tower,-2.1974,29.2723,1891,11.75308369828299
91,3cb53b73-b3ec-33f2-ba15-f176a16479f3,GS NYABUBARE,-2.242764235,29.367839813232425,cellular_tower,-2.1974,29.2723,1891,11.75308369828299
92,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,EVDSL,-2.244213,30.097639,,7.208506680991767
93,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,FTTH,-2.111357,30.169472,,10.303409783888593
94,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,EVDSL,-2.089353,30.120434,,12.735458730848494
95,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,cellular_tower,-2.2045,30.1475,5698,0.4233756917177102
96,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,cellular_tower,-2.2037,30.1419,1000,0.5455871832817775
97,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,cellular_tower,-2.207,30.1456,1000,0.6686504249455939
98,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,cellular_tower,-2.2116,30.1433,2331,1.2162469970326408
99,3cc8a03c-fc24-376f-9500-3285c072ea70,EP GITARAMUKA,-2.200999975,30.145999908447266,cellular_tower,-2.2135,30.1507,2740,1.4848112873368726
100,3e40d1b0-e6c1-3b6d-926b-27387114e6a4,E.P KARIYERI,-1.94950676,30.063875198364254,cellular_tower,-1.9524,30.0638,3517,0.32182212972522767
101,3e40d1b0-e6c1-3b6d-926b-27387114e6a4,E.P KARIYERI,-1.94950676,30.063875198364254,cellular_tower,-1.9445,30.0652,3235,0.5758643346147093
102,3e40d1b0-e6c1-3b6d-926b-27387114e6a4,E.P KARIYERI,-1.94950676,30.063875198364254,cellular_tower,-1.9496,30.0586,1000,0.5863274384719698
103,3e40d1b0-e6c1-3b6d-926b-27387114e6a4,E.P KARIYERI,-1.94950676,30.063875198364254,cellular_tower,-1.9516,30.0688,2938,0.5947341138384747
104,3e40d1b0-e6c1-3b6d-926b-27387114e6a4,E.P KARIYERI,-1.94950676,30.063875198364254,cellular_tower,-1.9545,30.0658,2817,0.5950020524168098
105,3e45a17d-8549-3c74-99fc-b65b85984316,EP MWANZA,-1.726825953,29.75855064,cellular_tower,-1.6476,29.7899,3876,9.473574048795719
106,3e45a17d-8549-3c74-99fc-b65b85984316,EP MWANZA,-1.726825953,29.75855064,cellular_tower,-1.6465,29.7873,1000,9.486216548269757
