,name_school,latitude_school,longitude_school,type_technology,latitude_service_point,longitude_service_point,tower_range_meters,distance_km_school_service_point
101,E.P KARIYERI,-1.9495,30.0639,cellular_tower,-1.9445,30.0652,3235.0,0.5759
102,E.P KARIYERI,-1.9495,30.0639,cellular_tower,-1.9496,30.0586,1000.0,0.5863
103,E.P KARIYERI,-1.9495,30.0639,cellular_tower,-1.9516,30.0688,2938.0,0.5947
104,E.P KARIYERI,-1.9495,30.0639,cellular_tower,-1.9545,30.0658,2817.0,0.595
105,EP MWANZA,-1.7268,29.7586,cellular_tower,-1.6476,29.7899,3876.0,9.4736
106,EP MWANZA,-1.7268,29.7586,cellular_tower,-1.6465,29.7873,1000.0,9.4862
107,EP MWANZA,-1.7268,29.7586,cellular_tower,-1.65,29.7984,4822.0,9.6226
108,EP MWANZA,-1.7268,29.7586,cellular_tower,-1.6492,29.7977,2989.0,9.6664
109,EP MWANZA,-1.7268,29.7586,cellular_tower,-1.6431,29.7861,4425.0,9.8005
110,EP KABUBA,-1.91,29.7007,ADSL,-1.8859,29.6355,,7.7229
111,EP KABUBA,-1.91,29.7007,FTTH,-2.0112,29.7667,,13.4392
112,EP KABUBA,-1.91,29.7007,cellular_tower,-2.0659,29.6993,1000.0,17.3367
113,EP KABUBA,-1.91,29.7007,cellular_tower,-2.0659,29.6993,1000.0,17.3367
114,EP KABUBA,-1.91,29.7007,cellular_tower,-2.0674,29.7025,1000.0,17.504
115,EP KABUBA,-1.91,29.7007,cellular_tower,-2.0648,29.7304,1000.0,17.5276
116,EP KABUBA,-1.91,29.7007,cellular_tower,-2.0648,29.7304,1000.0,17.5276
117,EP BUMBOGO,-2.0752,29.8874,FTTH,-2.1349,29.8361,,8.7521
118,EP BUMBOGO,-2.0752,29.8874,FTTH,-1.9977,29.8567,,9.27
119,EP BUMBOGO,-2.0752,29.8874,cellular_tower,-2.0236,29.8661,9452.0,6.2067
120,EP BUMBOGO,-2.0752,29.8874,cellular_tower,-2.0236,29.8651,2074.0,6.2499
121,EP BUMBOGO,-2.0752,29.8874,cellular_tower,-2.0214,29.8697,4295.0,6.2973
122,EP BUMBOGO,-2.0752,29.8874,cellular_tower,-2.0337,29.8486,8021.0,6.3154
123,EP BUMBOGO,-2.0752,29.8874,cellular_tower,-2.0273,29.8568,5314.0,6.3191
124,EP KIBIMBA,-1.9975,30.6675,EVDSL,-1.9849,30.6206,,5.3924
125,EP KIBIMBA,-1.9975,30.6675,FTTC,-1.9557,30.7535,,10.6252
126,EP KIBIMBA,-1.9975,30.6675,cellular_tower,-2.0267,30.5653,1000.0,11.8121
127,EP KIBIMBA,-1.9975,30.6675,cellular_tower,-2.0266,30.5652,1000.0,11.8197
128,EP KIBIMBA,-1.9975,30.6675,cellular_tower,-2.0266,30.5652,1000.0,11.8197
129,EP KIBIMBA,-1.9975,30.6675,cellular_tower,-2.028,30.5652,1000.0,11.8633
130,EP KIBIMBA,-1.9975,30.6675,cellular_tower,-2.0109,30.561,1826.0,11.9284
131,EP INGANJI,-2.2126,30.3197,EVDSL,-2.3122,30.3017,,11.2525
132,EP INGANJI,-2.2126,30.3197,cellular_tower,-2.2496,30.2136,1000.0,12.4883
133,EP INGANJI,-2.2126,30.3197,cellular_tower,-2.2459,30.2099,1000.0,12.7516
134,EP INGANJI,-2.2126,30.3197,cellular_tower,-2.2467,30.21,1000.0,12.7671
135,EP INGANJI,-2.2126,30.3197,cellular_tower,-2.2433,30.2074,1000.0,12.9383
136,EP INGANJI,-2.2126,30.3197,cellular_tower,-2.245,30.205,3251.0,13.2459
137,EP NYAGAHINGA,-1.9035,30.409,EVDSL,-1.8361,30.3404,,10.6889
138,EP NYAGAHINGA,-1.9035,30.409,cellular_tower,-1.9074,30.4004,14131.0,1.0517
139,EP NYAGAHINGA,-1.9035,30.409,cellular_tower,-1.9007,30.4205,10692.0,1.3135
140,EP NYAGAHINGA,-1.9035,30.409,cellular_tower,-1.8988,30.394,23187.0,1.7479
141,EP NYAGAHINGA,-1.9035,30.409,cellular_tower,-1.9223,30.4089,14913.0,2.0925
142,EP NYAGAHINGA,-1.9035,30.409,cellular_tower,-1.8942,30.4273,10969.0,2.2793
143,EP KARAMA,-1.9819,30.1522,EVDSL,-2.0894,30.1204,,12.4595
144,EP KARAMA,-1.9819,30.1522,FTTH,-2.1114,30.1695,,14.5218
145,EP KARAMA,-1.9819,30.1522,cellular_tower,-1.9778,30.1585,1000.0,0.833
146,EP KARAMA,-1.9819,30.1522,cellular_tower,-1.9734,30.1503,4898.0,0.9693
147,EP KARAMA,-1.9819,30.1522,cellular_tower,-1.975,30.1468,1000.0,0.9761
148,EP KARAMA,-1.9819,30.1522,cellular_tower,-1.9762,30.1596,1000.0,1.036
149,EP KARAMA,-1.9819,30.1522,cellular_tower,-1.9775,30.1624,1000.0,1.2319
150,GIHORORO PS,-2.126,29.82,FTTH,-2.1349,29.8361,,2.0391
151,GIHORORO PS,-2.126,29.82,FTTH,-2.0112,29.7667,,14.0672
152,GIHORORO PS,-2.126,29.82,FTTH,-1.9977,29.8567,,14.8389
153,GIHORORO PS,-2.126,29.82,cellular_tower,-2.1085,29.7694,8114.0,5.9498
154,GIHORORO PS,-2.126,29.82,cellular_tower,-2.0808,29.7826,1000.0,6.5216
155,GIHORORO PS,-2.126,29.82,cellular_tower,-2.0808,29.7825,1000.0,6.5287
156,GIHORORO PS,-2.126,29.82,cellular_tower,-2.0807,29.7824,1000.0,6.5444
157,GIHORORO PS,-2.126,29.82,cellular_tower,-2.0806,29.7823,1000.0,6.56
158,EP  BIRIMA,-2.0504,29.6141,ADSL,-1.9625,29.5358,,13.0813
159,EP  BIRIMA,-2.0504,29.6141,FTTC,-2.1705,29.5848,,13.7462
160,EP  BIRIMA,-2.0504,29.6141,cellular_tower,-2.0546,29.6072,1000.0,0.8977
161,EP  BIRIMA,-2.0504,29.6141,cellular_tower,-2.0567,29.6084,1000.0,0.9454
162,EP  BIRIMA,-2.0504,29.6141,cellular_tower,-2.0612,29.6051,1989.0,1.564
163,EP  BIRIMA,-2.0504,29.6141,cellular_tower,-2.0677,29.6099,5701.0,1.9822
164,EP  BIRIMA,-2.0504,29.6141,cellular_tower,-2.0597,29.5945,2245.0,2.4105
165,EP RUSAGARA,-2.1824,30.0981,EVDSL,-2.2442,30.0976,,6.8728
